text,label,anger,disgust,fear,joy,neutral,sadness,surprise,text_label,nuscore,depression_model_label,depression_score
laugh out loud,0,0.042009782,0.002466538,0.025995132,0.083062433,0.726987958,0.062769078,0.056709092,POSITIVE,0.999323844909668,POSITIVE,0.999323844909668
why at the wrong time I was called a lecturer?,0,0.472193807,0.018610841,0.025391657,0.001227721,0.016615475,0.132797927,0.333162606,NEGATIVE,0.9996881484985352,NEGATIVE,0.9996881484985352
"The Neokolim Doctrine is not only through DuniaPendidikan, but now it's intense through buzzeRp~MediaMasa.",0,0.200506374,0.064729668,0.013689393,0.002256158,0.633531272,0.009242767,0.076044343,POSITIVE,0.9928176403045654,POSITIVE,0.9928176403045654
WHY WAS NOBODY WAKE UP MY DOG I'M LATE ABSENT FAK,0,0.541900098,0.123866737,0.017726887,0.004259826,0.202429369,0.060658168,0.049158923,NEGATIVE,0.9980244636535645,NEGATIVE,0.9980244636535645
MY BIRTHDAY HOHO,0,0.013430472,0.009375203,0.002808546,0.306888819,0.105780035,0.217716143,0.344000727,POSITIVE,0.8211173415184021,POSITIVE,0.8211173415184021
"Real world pressure, run to social media. MakiÂ² people.. I'm so sorry for that person.",0,0.003668067,0.010395805,0.006392581,0.002173129,0.024605861,0.933130622,0.019633949,NEGATIVE,0.9992347955703735,NEGATIVE,0.9992347955703735
"always take care of your health, Teens_Fannie Teens_Shieren, we don't want you to get sick",0,0.01642172,0.017375937,0.108124688,0.018699469,0.72689569,0.103308916,0.009173608,POSITIVE,0.9921654462814331,POSITIVE,0.9921654462814331
"That's why I'm lazy to follback accounts like that even though I'm a Thai rp fellow, but honestly, you're really trash on TL, you're welcome.",0,0.080046162,0.275998831,0.002796408,0.04614858,0.522435784,0.013119631,0.05945459,POSITIVE,0.9988158941268921,POSITIVE,0.9988158941268921
I don't know this kid anymore. Every day there is behavior ',0,0.107415192,0.32194671,0.16841723,0.004396723,0.298752457,0.035445452,0.063626319,NEGATIVE,0.9655696153640747,NEGATIVE,0.9655696153640747
Haha?? CB? Who is CB?,0,0.020047333,0.011534302,0.004043715,0.019978264,0.36422345,0.0051748,0.574998081,NEGATIVE,0.9971613883972168,NEGATIVE,0.9971613883972168
.....goosebumps dreamies,0,0.006557263,0.002335948,0.027757596,0.069335461,0.363649994,0.066595748,0.463767976,POSITIVE,0.9989486336708069,POSITIVE,0.9989486336708069
"Ahead of the holiday, usually acquaintances and mistresses compete with each other (tend to) to avoid high costs ahead of the holiday...ðŸ˜‚ðŸ¤£ðŸ˜‚",0,0.200682998,0.054604333,0.404917091,0.054733813,0.197339863,0.060918104,0.02680378,POSITIVE,0.6650236248970032,POSITIVE,0.6650236248970032
"nctzen let's be mutual, help rt thanks",0,0.009490196,0.007288625,0.001704731,0.565279126,0.383831769,0.022650361,0.009755227,POSITIVE,0.9814078211784363,POSITIVE,0.9814078211784363
Early in the morning he heard: â€œgive us one reason why we have to trust you againâ€ in court deeeh,0,0.023866333,0.020155504,0.93815136,0.005814915,0.004089722,0.007365115,0.000557087,NEGATIVE,0.9651530981063843,NEGATIVE,0.9651530981063843
The important thing is that I hope it's not the same as humans,0,0.004320349,0.008713784,0.001627663,0.008163216,0.95854336,0.006584461,0.012047228,NEGATIVE,0.9974566102027893,NEGATIVE,0.9974566102027893
tokyo revengers brainrotasarrghhhlkadsaopkdapoldoasidkjifnrgjwaÃ§peodjfcre,0,0.138487682,0.035720523,0.106444784,0.021777662,0.549302816,0.093802527,0.054463923,NEGATIVE,0.9953181147575378,NEGATIVE,0.9953181147575378
Jisung you become a million seller again,0,0.008163425,0.002292779,0.00243468,0.042743821,0.677407801,0.006895067,0.260062456,POSITIVE,0.9989190101623535,POSITIVE,0.9989190101623535
WHAT TO SAY TO DREAMIES?,0,0.058013886,0.033049636,0.037403636,0.00477672,0.770365119,0.01136644,0.085024618,POSITIVE,0.9966314435005188,POSITIVE,0.9966314435005188
it's time to take all right now,0,0.018711042,0.00359283,0.025975861,0.055950668,0.826776981,0.020059273,0.04893332,NEGATIVE,0.5433513522148132,NEGATIVE,0.5433513522148132
log in to ht ga #zonaba #zonauang,0,0.098304592,0.001155405,0.275137067,0.035946503,0.26340735,0.226430342,0.099618785,NEGATIVE,0.9898009896278381,NEGATIVE,0.9898009896278381
"Then when you're empty, hi.. I'm the only one who wants to have a sense of responsibility..",0,0.096676491,0.254071325,0.025665948,0.008145424,0.457573354,0.063438453,0.094429083,NEGATIVE,0.8923347592353821,NEGATIVE,0.8923347592353821
I'm shocked to read the comments £,0,0.005117137,0.003075982,0.004631348,0.001581113,0.004079362,0.001323283,0.980191827,NEGATIVE,0.9883754253387451,NEGATIVE,0.9883754253387451
"I just got Â±250k, if I have a snack for Eid later, it's more worth it, where to buy onglen/lgsg? Suggestions pls ™ [askrl]",0,0.010013681,0.002479104,0.002615223,0.06804423,0.850646436,0.009882686,0.056318581,NEGATIVE,0.9987687468528748,NEGATIVE,0.9987687468528748
Leave means keep working just not working really wellðŸ™‚ðŸ' »,0,0.128116652,0.107248217,0.036511932,0.003323094,0.631098568,0.087045498,0.00665602,NEGATIVE,0.999717652797699,NEGATIVE,0.999717652797699
"The more you come here to see Indonesia, the more scary it is....",0,0.002826478,0.004502066,0.962796271,0.001314071,0.018370036,0.004095444,0.006095586,POSITIVE,0.9840026497840881,POSITIVE,0.9840026497840881
como q jyp se murio??,0,0.008817491,0.00260722,0.007814543,0.005503298,0.521033168,0.009131775,0.445092469,NEGATIVE,0.9834088087081909,NEGATIVE,0.9834088087081909
1 million...,0,0.012622361,0.00601001,0.002559731,0.040750712,0.620460987,0.04313105,0.274465233,POSITIVE,0.9856540560722351,POSITIVE,0.9856540560722351
Haaa a lot of people want to register before Eid,0,0.027222799,0.006374123,0.013624646,0.064331368,0.369970769,0.05862831,0.459847957,NEGATIVE,0.9725098013877869,NEGATIVE,0.9725098013877869
close first,0,0.026654521,0.004609439,0.028995864,0.006372059,0.624551117,0.054287978,0.25452894,POSITIVE,0.999665379524231,POSITIVE,0.999665379524231
"forget the thrill when you want to drop, sad..",0,0.001124624,0.000807315,0.000571408,0.003260612,0.007072454,0.982770324,0.004393314,NEGATIVE,0.9876888394355774,NEGATIVE,0.9876888394355774
WOYYY I'M VERY INTERESTED WITH THE RESULTS REALLY BACK TO THE MIDDLE PART WHAT'S NOT?,0,0.180752814,0.090027906,0.012007338,0.020473091,0.551782131,0.050988801,0.093967952,POSITIVE,0.9918041229248047,POSITIVE,0.9918041229248047
quiet huh...,0,0.010831829,0.049041085,0.02585556,0.005942008,0.474051893,0.406589776,0.027687825,NEGATIVE,0.9961614608764648,NEGATIVE,0.9961614608764648
cool time bro,0,0.009679903,0.007910614,0.002079621,0.406988174,0.469608277,0.045018975,0.058714449,POSITIVE,0.999790608882904,POSITIVE,0.999790608882904
"Dreamies are really cool, dreamzen is also cool",0,0.005306462,0.002563678,0.001580595,0.532031894,0.228995919,0.016289465,0.213231951,POSITIVE,0.9998700618743896,POSITIVE,0.9998700618743896
It's so annoying!! !,0,0.405747473,0.457409829,0.010714508,0.004055388,0.02952168,0.073199794,0.019351427,NEGATIVE,0.9996265172958374,NEGATIVE,0.9996265172958374
"Actions are a reflection of the heart. If the heart is filled with kindness, then attitudes and actions will be good, and vice versa.",0,0.019613774,0.047909524,0.00138951,0.154525205,0.766394496,0.005682854,0.004484595,POSITIVE,0.9997305274009705,POSITIVE,0.9997305274009705
como que jyp '€???,0,0.02345407,0.009158329,0.044716191,0.008364922,0.288680255,0.008256997,0.617369235,NEGATIVE,0.9817607998847961,NEGATIVE,0.9817607998847961
"I'm so noisy since yesterday, I'm sorry",0,0.010172763,0.011936275,0.019118059,0.00342431,0.03239052,0.896483898,0.026474142,NEGATIVE,0.9995939135551453,NEGATIVE,0.9995939135551453
"Why is the teller so handsome? If it wasn't in the civic room, I would have brushed it off",0,0.011947542,0.024594428,0.003998439,0.001797816,0.595970035,0.006589222,0.355102509,NEGATIVE,0.9959354400634766,NEGATIVE,0.9959354400634766
Prime Ministers of India : .1. Pt Jawahar Lal Nehru .2. Smt Indira Gandhi .3. Shri Rajiv Gandhi .4. Shri P. V Narasimha Rao .5. Shri Atal Vihari Bajpai.6. Dr Manmohan Singh .And now .7. Shri Narendra Modi .(Qualification matters),0,0.013775166,0.003468378,0.026413241,0.053487781,0.765737832,0.046602052,0.090515673,POSITIVE,0.9950807094573975,POSITIVE,0.9950807094573975
FF! Followers? RT - naeun,0,0.012918695,0.00380024,0.001331732,0.048745181,0.796489596,0.009508671,0.127205849,NEGATIVE,0.9857229590415955,NEGATIVE,0.9857229590415955
Mood! Followers? RT - yeji,0,0.008991644,0.013409494,0.001552967,0.270300239,0.630721271,0.008383283,0.066641092,NEGATIVE,0.9713234901428223,NEGATIVE,0.9713234901428223
Nassar oppa already has this fun fanchant,0,0.007801732,0.003486636,0.000786607,0.689981759,0.259875089,0.007505516,0.030562602,POSITIVE,0.999168872833252,POSITIVE,0.999168872833252
I guess I'm biased now heeseung,0,0.09645965,0.24274011,0.007311524,0.003223637,0.584704757,0.033766787,0.031793628,NEGATIVE,0.9975835084915161,NEGATIVE,0.9975835084915161
bang epan like a monkey,0,0.239097908,0.065309636,0.027808052,0.07130672,0.420500457,0.034879997,0.141097218,NEGATIVE,0.9907825589179993,NEGATIVE,0.9907825589179993
"Alhamdulilah, oh God, I'm so touched",0,0.002954103,0.006336935,0.008986473,0.036849119,0.01765459,0.111635253,0.815583527,POSITIVE,0.9994276165962219,POSITIVE,0.9994276165962219
"Want to accompany an extended monitor laptop, ideally how many inches is the monitor? Gt!",0,0.336166292,0.123923682,0.019061405,0.033623345,0.18641381,0.132113382,0.168698132,NEGATIVE,0.9958099126815796,NEGATIVE,0.9958099126815796
oh god that's dictation au anyway... i think i'm talking about yovie n nuno's dictation,0,0.004180039,0.003501199,0.002630919,0.005354035,0.006631687,0.007173547,0.970528543,NEGATIVE,0.995663583278656,NEGATIVE,0.995663583278656
hyunjin pre mim volta,0,0.016208839,0.008185249,0.00742311,0.046205331,0.782488942,0.023831781,0.115656704,NEGATIVE,0.8322159647941589,NEGATIVE,0.8322159647941589
"Right, I'm drtd at dawn, I'm still dreaming of sebong cb, then I just woke up, check tw, really, cb",0,0.013080667,0.008873235,0.052769061,0.009881441,0.602895141,0.042587582,0.269912958,NEGATIVE,0.9094491600990295,NEGATIVE,0.9094491600990295
I don't know all this time I've been dressing up to get people's approval & validation.,0,0.02174723,0.021575492,0.008914467,0.007438832,0.177614897,0.009379284,0.753329813,NEGATIVE,0.9903393387794495,NEGATIVE,0.9903393387794495
I'm so sick I swear,0,0.037936907,0.322120696,0.106271483,0.005875069,0.156395674,0.192675769,0.178724378,NEGATIVE,0.9996465444564819,NEGATIVE,0.9996465444564819
match,0,0.28028053,0.097670928,0.168967754,0.083907567,0.224181533,0.084244303,0.060747422,POSITIVE,0.9930354952812195,POSITIVE,0.9930354952812195
#BREAKING: Hundreds of Israeli settlers retreat from Sheikh Jarrah after Palestinians retaliate against attacks in the region,0,0.782976329,0.002698523,0.205414996,0.001243903,0.00185019,0.003051352,0.002764761,NEGATIVE,0.9313915967941284,NEGATIVE,0.9313915967941284
request a song please i want to sing,0,0.024600836,0.002104678,0.013120943,0.064881898,0.367446244,0.331273317,0.19657214,POSITIVE,0.9979464411735535,POSITIVE,0.9979464411735535
admin jjk is not clear,0,0.010341985,0.009943531,0.013989281,0.002838982,0.544205487,0.346469581,0.072211184,NEGATIVE,0.9996285438537598,NEGATIVE,0.9996285438537598
"Do not breathe in the water (container), look in the water if something falls in it, take it. (HR. Thirmidhi) Ramadan Increases Piety.âœŠâœŠ. #3bD5a",0,0.081902057,0.070373192,0.814306676,0.003313277,0.012367124,0.015302153,0.002435505,NEGATIVE,0.9946008920669556,NEGATIVE,0.9946008920669556
Laban bag 100 pesos kwarta karong adlawa,0,0.010112643,0.004206617,0.004688253,0.023040768,0.839416802,0.018765599,0.099769332,NEGATIVE,0.9714410305023193,NEGATIVE,0.9714410305023193
"Bipang is delicious, why?",0,0.019493286,0.040101785,0.004284245,0.024594747,0.347114623,0.005515715,0.558895588,POSITIVE,0.9998107552528381,POSITIVE,0.9998107552528381
it's clear who y thr is dedicated to,0,0.01152529,0.002755563,0.001926381,0.063052908,0.786368489,0.012685135,0.121686183,POSITIVE,0.9855603575706482,POSITIVE,0.9855603575706482
Yes anjiiir,0,0.002776533,0.002294662,0.004891135,0.017175376,0.856917679,0.025946595,0.089997962,POSITIVE,0.9989847540855408,POSITIVE,0.9989847540855408
Novice jud kos TQ HAHAHA,0,0.011936271,0.005351386,0.002116029,0.617016375,0.268824399,0.01535926,0.079396293,NEGATIVE,0.9826685190200806,NEGATIVE,0.9826685190200806
7 in the morning 3 neighboring children have screamed loudly like crazy pigs on the balcony next to my room. damn cam,0,0.639143825,0.036373865,0.022333194,0.020417307,0.046743784,0.059650663,0.175337359,NEGATIVE,0.9968382120132446,NEGATIVE,0.9968382120132446
PROUD OF NCT High School PROUD OF DREAM High School PROUD OF SIJEUNI High School PROUD OF SMWA High SchoolðŸ˜â,0,0.46650058,0.094892398,0.247255832,0.00371475,0.156538591,0.022885229,0.008212587,POSITIVE,0.9990401864051819,POSITIVE,0.9990401864051819
OH MY GOD FEAR CANCEL,0,0.656148732,0.058620486,0.162700683,0.002304689,0.02279206,0.045262013,0.052171402,NEGATIVE,0.9993519186973572,NEGATIVE,0.9993519186973572
"Be patient, Ma'am, God willing, next year you can go to Semarang. Hopefully this pandemic will end soon",0,0.008878922,0.006440632,0.010580325,0.008349695,0.947437823,0.013222801,0.005089695,POSITIVE,0.9771957397460938,POSITIVE,0.9771957397460938
sebong CB?,0,0.005329687,0.004263993,0.00626474,0.003315545,0.460083872,0.005352621,0.515389562,NEGATIVE,0.939798891544342,NEGATIVE,0.939798891544342
why is someone drinking tea angetðŸ™ƒ,0,0.139406338,0.041309327,0.036000144,0.002767626,0.0791559,0.009291835,0.692068875,NEGATIVE,0.9909013509750366,NEGATIVE,0.9909013509750366
i. miss. jinhwan. ©,0,0.00150499,0.000786872,0.00100978,0.00411331,0.045372467,0.935455859,0.011756693,NEGATIVE,0.9553049206733704,NEGATIVE,0.9553049206733704
Wake up the house is quiet,0,0.029437272,0.013617978,0.211119846,0.003755812,0.323304266,0.19724822,0.221516624,NEGATIVE,0.9786853790283203,NEGATIVE,0.9786853790283203
Y3ny elhamdulelah 3la kol haga can leh yb2a 3ndy insomnia w sleep paralysis fe nafs el wa2t bgd?,0,0.005430198,0.00467224,0.301107943,0.006433351,0.114148274,0.550730228,0.017477756,NEGATIVE,0.9971043467521667,NEGATIVE,0.9971043467521667
When your happiness room is taken forcibly by circumstances but you are still waiting for it at the door of your happy room,0,0.656289935,0.098406173,0.076618016,0.001472535,0.072609879,0.077500887,0.017102573,POSITIVE,0.9925009608268738,POSITIVE,0.9925009608268738
Cie who doesn't use pp. Let's say he's beautiful/handsome,0,0.007799398,0.043010563,0.002376289,0.339701235,0.572175503,0.00872728,0.02620974,POSITIVE,0.998678982257843,POSITIVE,0.998678982257843
como q jyp ripeo,0,0.006587494,0.002260418,0.002349167,0.135575369,0.621059358,0.038543217,0.193624958,NEGATIVE,0.8302433490753174,NEGATIVE,0.8302433490753174
Amen the most serious,0,0.144258887,0.30629161,0.060803451,0.002357495,0.064457215,0.412802458,0.009028885,POSITIVE,0.9914244413375854,POSITIVE,0.9914244413375854
introduce this kie tuinsna Gigi Hadid,0,0.009603129,0.003144179,0.003693581,0.052951671,0.875214577,0.006901239,0.048491605,POSITIVE,0.9663422107696533,POSITIVE,0.9663422107696533
Share ni-ki odng templates,0,0.004608329,0.003475114,0.00190426,0.005623021,0.96587503,0.004596776,0.013917435,NEGATIVE,0.9415944218635559,NEGATIVE,0.9415944218635559
"Naruto has inside connections, the teacher is the Hokage.",0,0.00397662,0.009615218,0.00196007,0.005137223,0.951797366,0.006971881,0.020541728,POSITIVE,0.9973682761192322,POSITIVE,0.9973682761192322
"yesterday the PD level was above average, now today it's even worse ™ƒ",0,0.080208205,0.896564007,0.005614791,0.000534152,0.007824998,0.007935795,0.001318012,NEGATIVE,0.9989435076713562,NEGATIVE,0.9989435076713562
gomo,0,0.00584048,0.007476006,0.005998452,0.020171562,0.801740587,0.034942765,0.123830125,POSITIVE,0.9978785514831543,POSITIVE,0.9978785514831543
There's a lot of hope that Opit and Crypto is going bankrupt,0,0.00546607,0.004405417,0.005192817,0.014662324,0.942445636,0.014893577,0.012934125,NEGATIVE,0.9996347427368164,NEGATIVE,0.9996347427368164
"I'm thinking about how to bring my laptop printouts, which have increased since the online lectures, to my boarding house later",0,0.022787474,0.010281233,0.111052848,0.053279255,0.657893777,0.017796991,0.126908466,NEGATIVE,0.7149500250816345,NEGATIVE,0.7149500250816345
"Private tasks can't meet, have to pdpr.. daycare can be as usual. .but if our child is taska + daycare, how? haha....but if you don't send it, you're thinking about going to the two of you to stay at home, it's just someone else. but I'm sorry for the sensory daycare sister.",0,0.003046989,0.003712557,0.004040846,0.017210744,0.069631688,0.796374679,0.105982535,NEGATIVE,0.9991996884346008,NEGATIVE,0.9991996884346008
I want to go back to the village!,0,0.210508242,0.006745549,0.010802961,0.013215259,0.011339106,0.726703107,0.020685673,POSITIVE,0.9868769645690918,POSITIVE,0.9868769645690918
Guys can you check my pin '‰ðŸ »ðŸ'ˆðŸ »ðŸ¥º,0,0.010534242,0.006788111,0.0036341,0.007971259,0.956646979,0.003895021,0.010530375,NEGATIVE,0.9912915229797363,NEGATIVE,0.9912915229797363
Yeay can't wait to get my own business card,0,0.003335641,0.001248391,0.001574386,0.829885602,0.039966471,0.026392577,0.097596973,NEGATIVE,0.9961957931518555,NEGATIVE,0.9961957931518555
Why are my nctzen mutuals so few?ðŸ˜¥,0,0.105796151,0.026704427,0.110559955,0.003709492,0.236343473,0.061108872,0.455777615,NEGATIVE,0.9985902905464172,NEGATIVE,0.9985902905464172
